	id	title	acceptance	difficulty
2048	2263	 Make Array Non-decreasing or Non-increasing	62.9	Hard
2049	2264	 Largest 3-Same-Digit Number in String	58.7	Easy
2050	2265	 Count Nodes Equal to Average of Subtree	85.2	Medium
2051	2266	 Count Number of Texts	48.2	Medium
2052	2267	  Check if There Is a Valid Parentheses String Path	36.8	Hard
2053	2268	 Minimum Number of Keypresses	82.7	Medium
2054	2269	 Find the K-Beauty of a Number	57.5	Easy
2055	2270	 Number of Ways to Split Array	42.3	Medium
2056	2271	 Maximum White Tiles Covered by a Carpet	28.5	Medium
2057	2272	 Substring With Largest Variance	28.1	Hard
2058	2273	 Find Resultant Array After Removing Anagrams	55.7	Easy
2059	2274	 Maximum Consecutive Floors Without Special Floors	52.2	Medium
2060	2275	 Largest Combination With Bitwise AND Greater Than Zero	70.3	Medium
2061	2276	 Count Integers in Intervals	29.2	Hard
2062	2277	 Closest Node to Path in Tree	66.9	Hard
2063	2278	 Percentage of Letter in String	72.2	Easy
2064	2279	 Maximum Bags With Full Capacity of Rocks	59.9	Medium
2065	2280	 Minimum Lines to Represent a Line Chart	21.7	Medium
2066	2281	 Sum of Total Strength of Wizards	18.7	Hard
2067	2282	 Number of People That Can Be Seen in a Grid	58.8	Medium
